Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
401,90003.13,0,27251.94,0,99957.91,0
402,90003.13,0,32853.4,0,99957.91,0
403,90003.13,0,20334.41,0,99957.91,0
404,99957.91,0,24317.81,0,99957.91,0
405,90003.13,0,26154.09,0,99957.91,0
406,90003.13,0,23030.61,0,99957.91,0
407,90003.13,0,21428.02,0,99957.91,0
408,99957.91,0,28775.47,0,99957.91,0
409,90003.13,0,23925.02,0,99957.91,0
410,90003.13,0,22143.17,0,99957.91,0
411,90003.13,0,23122.72,0,99957.91,0
412,99957.91,0,25542.22,0,99957.91,0
413,90003.13,0,22867.31,0,99957.91,0
414,90003.13,0,20529.43,0,99957.91,0
415,99957.91,0,21155.63,0,99957.91,0
416,99957.91,0,26690.06,0,99957.91,0
417,90003.13,0,23999.93,0,99957.91,0
418,89603.13,0,20552.59,0,99957.91,0
419,90003,0,22380.61,0,99957.91,0
420,99957.91,0,17291.25,0,99957.91,0
421,99957.91,0,19289.21,0,99957.91,0
422,90003.13,0,18819.92,0,99957.91,0
423,90003.13,0,19395.47,0,99957.91,0
424,99957.91,0,22121.05,0,99957.91,0
425,99957.91,0,18039.12,0,99957.91,0
426,90003.13,0,25602.7,0,99957.91,0
427,90003.13,0,17643.47,0,99957.91,0
428,99957.91,0,16426.61,0,99957.91,0
429,90003.13,0,14382.5,0,99957.91,0
430,90003.13,0,14185.06,0,99957.91,0
431,90003.13,0,16545.92,0,99957.91,0
432,99957.91,0,16363.99,0,99957.91,0
433,90003.13,0,15687.97,0,99957.91,0
434,90003.13,0,16113.94,0,99957.91,0
435,90003.13,0,17873.79,0,99957.91,0
436,99957.91,0,21672.73,0,99957.91,0
437,90003.13,0,14009.58,0,99957.91,0
438,90003.13,0,17921.38,0,99957.91,0
439,90003.13,0,18590.2,0,99957.91,0
440,99957.91,0,20097.9,0,99957.91,0
441,99957.91,0,15405.64,0,99957.91,0
442,90003.13,0,20437,0,99957.91,0
443,90003.13,0,24302.5,0,99957.91,0
444,99957.91,0,24754.52,0,99957.91,0
445,99957.91,0,22488.03,0,99957.91,0
446,90003.13,0,19613.15,0,99957.91,0
